conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/31f49d76-b2e4-4313-aeba-90650258dda9,3331,specjalista ds. importu i eksportu drewna i materiałów budowlanych,,,released,2024-01-26T09:55:52.991Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. importu i eksportu drewna i materiałów budowlanych posiadają i stosują dogłębną wiedzę na temat przywozu i wywozu towarów, w tym o odprawie celnej i dokumentacji.",3331.2.1.35,http://data.europa.eu/ux2/nace2.1/4683
Occupation,http://data.europa.eu/esco/occupation/3206f826-7d53-4180-9797-e94ad9eaf841,6221,technik ds. chowu sadzowego,,,released,2024-01-23T13:38:48.814Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy ds. chowu sadzowego pracują przy hodowli organizmów wodnych, gdzie odpowiadają za procesy podchowu sadzowego w środowisku wodnym (w wodzie słodkiej, słonawej lub słonej).",6221.1,http://data.europa.eu/ux2/nace2.1/032
Occupation,http://data.europa.eu/esco/occupation/322635c9-3d93-4280-a359-0b693df21e93,3331,"specjalista ds. importu i eksportu surowców rolnych, nasion i paszy",,,released,2024-01-24T15:53:26.286Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. importu i eksportu surowców rolnych, nasion i paszy posiadają i stosują dogłębną wiedzę na temat przywozu i wywozu towarów, w tym o odprawie celnej i dokumentacji.",3331.2.1.2,http://data.europa.eu/ux2/nace2.1/4611
Occupation,http://data.europa.eu/esco/occupation/32548f7e-8c25-4c49-9f22-78dee3543704,2143,inżynier inżynierii środowiska - górnictwo,,,released,2024-01-26T14:50:51.604Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Inżynierowie inżynierii środowiska w górnictwie sprawują nadzór nad efektywnością środowiskową działalności wydobywczej. Opracowują i wdrażają systemy i strategie ochrony środowiska w celu zminimalizowania wpływu na środowisko.,2143.1.1,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/09,
http://data.europa.eu/ux2/nace2.1/05,
http://data.europa.eu/ux2/nace2.1/7499,
http://data.europa.eu/ux2/nace2.1/07,
http://data.europa.eu/ux2/nace2.1/08"
Occupation,http://data.europa.eu/esco/occupation/3256e283-0892-4330-b9f2-6dc4aa4bd86b,8160,operator rafinerii cukrowej,"operator ds. procesu rafinacji cukru
operator procesu rafinacji cukru
operator ds. rafinacji cukru
operator rafinacji cukru",,released,2024-01-24T09:22:57.954Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy rafinerii cukrowych obsługują i kontrolują sprzęt rafineryjny do produkcji cukru i produktów pokrewnych z cukru surowego lub innych surowców, takich jak skrobia kukurydziana.",8160.52,http://data.europa.eu/ux2/nace2.1/1081
Occupation,http://data.europa.eu/esco/occupation/326027fc-5408-47cd-9b32-fbe770dbbe80,3112,menedżer jakości obiektów budowlanych,,,released,2024-01-26T14:12:14.77Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Menedżerowie jakości obiektów budowlanych dbają, żeby jakość robót spełniała normy określone w umowie, a także minimalne normy legislacyjne. Ustanawiają procedury sprawdzania jakości, przeprowadzania inspekcji i proponowania rozwiązań w zakresie niedociągnięć jakościowych.",3112.1.4,"http://data.europa.eu/ux2/nace2.1/701,
http://data.europa.eu/ux2/nace2.1/6812"
Occupation,http://data.europa.eu/esco/occupation/3288a2fe-4934-47c8-ad0b-11b16c9cd461,3119,specjalista ds. kontroli urządzeń użyteczności publicznej,,,released,2024-01-16T15:07:53.774Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. kontroli urządzeń użyteczności publicznej badają wyroby, systemy i maszyny, takie jak turbiny w sieci kanalizacyjnej oraz turbiny wodne, gazowe lub elektryczne, zapewniając, aby ich budowa i funkcjonowanie były zgodne z przepisami. Sporządzają sprawozdania z kontroli i przedstawiają zalecenia mające na celu ulepszenie systemów i naprawę uszkodzonych części.",3119.19,http://data.europa.eu/ux2/nace2.1/7112
Occupation,http://data.europa.eu/esco/occupation/32ac76f6-20a0-469e-8cac-e68634087dd3,3252,administrator systemu archiwizacji i dystrybucji obrazów medycznych,administrator systemu PACS,,released,2023-07-07T06:47:07.604Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Administratorzy systemu archiwizacji i dystrybucji obrazów medycznych zarządzają systemami archiwizacji i dystrybucji obrazów medycznych (PACS). Zapisują obrazy wykonane przy użyciu różnych urządzeń medycznych, takich jak aparaty rentgenowskie, aby umożliwić łatwy dostęp do tych obrazów do celów medycznych. Administratorzy systemów PACS zapewniają codzienne zarządzanie systemem i jego konserwację.",3252.3,http://data.europa.eu/ux2/nace2.1/8691
Occupation,http://data.europa.eu/esco/occupation/32ef07df-1b0a-439a-916e-8289eb9f4895,3240,technik dentystyczny dla koni,"technik dentystyczny
technicy dentystyczni dla koni
technik dentystyczny koni
technik dentystyczny dla zwierząt
technik-dentysta dla koni",,released,2024-01-24T15:39:38.068Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Technicy dentystyczni dla koni wykonują rutynowe zabiegi stomatologiczne u koni przy użyciu odpowiedniego sprzętu zgodnie z ustawodawstwem krajowym.,3240.2.3,http://data.europa.eu/ux2/nace2.1/750
Occupation,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,3312,kierownik ds. kredytów,kierownik ds. kontroli kredytowej,,released,2024-01-17T16:16:32.047Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy ds. kredytów nadzorują stosowanie polityki kredytowej w banku. Ustalają przyjęte limity kredytów, uzasadnione poziomy dopuszczalnego ryzyka oraz warunki płatności na rzecz klientów. Kontrolują pobieranie płatności od klientów i zarządzają departamentem kredytowym banku.",3312.3,http://data.europa.eu/ux2/nace2.1/6419
Occupation,http://data.europa.eu/esco/occupation/32fcdc6f-1c8a-44e9-99b8-5519e4db4414,7322,technik druku na tkaninach,,,released,2024-01-25T14:17:45.685Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Technicy druku na tkaninach wykonują czynności związane z organizacją procesów drukarskich.,7322.7,http://data.europa.eu/ux2/nace2.1/133
Occupation,http://data.europa.eu/esco/occupation/3327a087-cd36-4b02-ac1b-6455f59f9312,5413,strażnik więzienny,,,released,2024-01-23T09:45:19.448Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Strażnicy więzienni sprawują nadzór nad więźniami w zakładach karnych i zapewniają bezpieczeństwo i utrzymanie porządku w placówce. Przeprowadzają kontrole i przeszukania w celu zapewnienia zgodności z przepisami, monitorują odwiedziny i działania więźniów oraz uczestniczą w programach rehabilitacyjnych, a także zapewniają prowadzenie rejestrów.",5413.2,http://data.europa.eu/ux2/nace2.1/8423
Occupation,http://data.europa.eu/esco/occupation/336cf331-8082-4a0c-bf5f-e7c54706211c,7234,mechanik rowerowy,serwisant rowerowy,,released,2024-01-25T10:13:30.499Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Mechanicy rowerowi dokonują konserwacji i napraw różnych modeli rowerów i ich części. Mogą dokonywać zmian dostosowanych do indywidualnych potrzeb, zgodnie z preferencjami klientów.",7234.1,http://data.europa.eu/ux2/nace2.1/9529
Occupation,http://data.europa.eu/esco/occupation/33960bab-4423-4808-af6c-ec2b485dba41,7411,elektryk budowlany,,,released,2024-01-25T14:20:31.834Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Elektrycy budowlani instalują i konserwują przewody elektryczne oraz pozostałą infrastrukturę elektryczną w budynkach. Kontrolują oni, czy zainstalowany sprzęt elektryczny jest zaizolowany i nie stanowi zagrożenia pożarowego. Znają oni stan aktualny i wprowadzają ulepszenia na żądanie.",7411.1.1,http://data.europa.eu/ux2/nace2.1/4321
Occupation,http://data.europa.eu/esco/occupation/33ae2ba9-9835-410f-8ea6-e5ac991f5975,3413,zakonnik/zakonnica,"zakonnik
zakonnica",,released,2023-10-24T12:07:09.963Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Zakonnicy/zakonnice poświęcają się klasztornemu stylowi życia. Ślubują udział w pracach duchowych w ramach swojej wspólnoty religijnej. Zakonnicy/zakonnice uczestniczą w codziennej modlitwie i często mieszkają w samowystarczalnych klasztorach lub konwentach wraz z innymi zakonnikami/zakonnicami.,3413.1,http://data.europa.eu/ux2/nace2.1/9491
Occupation,http://data.europa.eu/esco/occupation/33cd8ff4-62f2-4a3f-b053-6e009ecef6da,3331,specjalista ds. importu i eksportu mięsa i produktów mięsnych,,,released,2024-01-26T11:10:20.415Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. importu i eksportu mięsa i produktów mięsnych posiadają i stosują dogłębną wiedzę na temat przywozu i wywozu towarów, w tym o odprawie celnej i dokumentacji.",3331.2.1.22,http://data.europa.eu/ux2/nace2.1/4632
Occupation,http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab,2269,terapeuta zajęciowy,,,released,2024-01-16T14:23:20.05Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Terapeuci zajęciowi pomagają osobom lub grupom, które mają ograniczenia zawodowe wynikające z chorób, zaburzeń fizycznych oraz tymczasowych lub trwałych niepełnosprawności umysłowych, w celu odzyskania zdolności do wykonywania codziennych czynności. Zapewniają leczenie i rehabilitację, aby umożliwić im aktywny udział w życiu społecznym, życie zgodnie z ich życzeniami i wykonywanie istotnych dla nich działań. Terapeuci zajęciowi pracują w publicznej służbie zdrowia i opieki społecznej, ale mogą być również zaangażowani we wspieranie osób ubiegających się o azyl, uchodźców lub bezdomnych.
    ",2269.4,http://data.europa.eu/ux2/nace2.1/8695
Occupation,http://data.europa.eu/esco/occupation/33e3a746-f209-4a1a-96df-301505531cb2,1431,kierownik gabinetu kosmetycznego,"kierownik salonu piękności
kierownik salonu fryzjerskiego",,released,2024-01-17T16:28:47.183Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy gabinetów kosmetycznych nadzorują codzienne czynności i zarządzanie personelem gabinecie kosmetycznym. Zapewniają oni zadowolenie klientów, kontrolę budżetową i zarządzanie zapasami. Kierownicy gabinetów kosmetycznych tworzą i egzekwują zasady dotyczące gabinetu oraz wytyczne dotyczące czystości. Są oni również odpowiedzialni za promowanie gabinetu w celu przyciągnięcia nowych klientów.",1431.2.1,"http://data.europa.eu/ux2/nace2.1/9622,
http://data.europa.eu/ux2/nace2.1/9623"
Occupation,http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,2519,tester gier cyfrowych,"tester
tester gier komputerowych
tester gry cyfrowej
testerzy gier cyfrowych
tester gier
tester cyfrowych gier",,released,2023-08-10T18:57:49.283Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Testerzy gier cyfrowych analizują i testują różne rodzaje gier cyfrowych w praktyce w celu wykrycia błędów i usterek funkcjonalności lub grafiki. Mogą oceniać atrakcyjność i grywalność. Mogą także samodzielnie usuwać usterki.,2519.7.1,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622"
Occupation,http://data.europa.eu/esco/occupation/33fe4c90-c4fd-4860-bdc5-24fcab16f45a,3111,analityk żywności,"specjalista ds. analizy żywności
kontroler jakości laboratoryjnej
specjalista analiz żywności
specjalista ds. analiz żywności
specjalista analizy żywności
analityk laboratoryjny",,released,2024-01-16T14:24:00.473Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Analitycy żywności wykonują ustandaryzowane badania w celu określenia cech chemicznych, fizycznych lub mikrobiologicznych produktów przeznaczonych do spożycia przez ludzi.",3111.3,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/2014"
Occupation,http://data.europa.eu/esco/occupation/340b04fd-6312-47e5-80ff-28222a343864,3151,technik technologii rybołówstwa,,,released,2023-01-03T16:11:58.559Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Technicy technologii rybołówstwa zajmują się konserwacją i naprawą maszyn i urządzeń w ładowniach i systemach chłodniczych na pokładach statków rybackich.,3151.1,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/033"
Occupation,http://data.europa.eu/esco/occupation/3413f234-6230-47a8-8cc7-2691fd54ce3a,5311,opiekun dziecięcy / opiekunka dziecięca,"opiekunka do dzieci
opiekun do dzieci
opiekun do dziecka
rodzic zastępczy
opiekunka do dziecka
opiekunka dziecięca
prowadzący rodzinny dom dziecka
opiekun dziecięcy",,released,2024-01-23T13:52:39.807Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Opiekunowie/opiekunki dziecięce zapewniają opiekę nad dziećmi pod nieobecność rodziców lub innych członków rodziny. Dbają o podstawowe potrzeby dzieci i pomagają im lub pilnują ich podczas zabawy. Opiekunowie/opiekunki dziecięce mogą pracować w przedszkolach, placówkach opieki nad dziećmi lub w rodzinach.",5311.1,"http://data.europa.eu/ux2/nace2.1/8899,
http://data.europa.eu/ux2/nace2.1/851,
http://data.europa.eu/ux2/nace2.1/8799"
Occupation,http://data.europa.eu/esco/occupation/3417aab3-8b87-4c3b-bee6-be03fe05be2b,8152,operator maszyn do tuftowania,operator maszyn do igłowania,,released,2023-12-19T11:09:05.285Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy maszyn do tuftowania nadzorują proces tuftowania dla grupy maszyn, monitorują jakość materiału i warunki tuftowania. Kontrolują maszyny do tuftowania po ich ustawieniu, uruchomieniu i podczas produkcji, aby upewnić się, czy tuftowany produkt odpowiada specyfikacjom i normom jakościowym.",8152.3.1,"http://data.europa.eu/ux2/nace2.1/1392,
http://data.europa.eu/ux2/nace2.1/1396"
Occupation,http://data.europa.eu/esco/occupation/341b405b-12cd-4ece-9b4b-cbfae3551ea3,3118,kreślarz - motoryzacja,,,released,2024-01-16T15:07:06.198Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kreślarze w zakresie motoryzacji przekształcają projekty inżynierów motoryzacji w rysunki techniczne zwykle przy użyciu oprogramowania. Rysunki te zawierają wymiary, szczegóły dotyczące metod mocowania i montażu oraz inne specyfikacje stosowane przy produkcji części samochodowych, samochodów, autobusów, samochodów ciężarowych i innych pojazdów silnikowych.",3118.3.3,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/29"
Occupation,http://data.europa.eu/esco/occupation/3469cbcc-5332-41dc-977a-29cf1b7ef7be,4226,recepcjonista medyczny / recepcjonistka medyczna,"rejestratorka medyczna
rejestrator medyczny
recepcjonistka medyczna
recepcjonista medyczny",,released,2024-01-25T09:31:45.14Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Recepcjoniści medyczni witają klientów i pacjentów w momencie ich przybycia do placówki medycznej i sprawdzają ich dane, zbierają informacje o pacjentach i ustalają wizyty pod nadzorem i kierownictwem kierownika instytucji opieki zdrowotnej.",4226.1.1,http://data.europa.eu/ux2/nace2.1/861
Occupation,http://data.europa.eu/esco/occupation/34852729-a2f6-4063-aa90-18b3d16754f7,1345,kierownik katedry uniwersyteckiej,"kierownik instytutu
dyrektor instytutu",,released,2024-01-26T12:43:42.726Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy katedr uniwersyteckich kierują departamentem swojej dziedziny, w której są liderami akademickimi i współpracują z dziekanami i innymi kierownikami departamentu w celu osiągnięcia uzgodnionych celów strategicznych na poziomie uniwersyteckim. Rozwijają i wspierają przywództwo akademickie w swoim departamencie oraz prowadzą działalność przedsiębiorczą w celach zarobkowych, ponieważ wspierają one reputację i interesy ich departamentu w ramach uniwersytetu oraz dla szerszej społeczności w swojej dziedzinie.",1345.1.10,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,inżynier ds. chmury,"architekt chmury
inżynier ds. bezpieczeństwa w chmurze
programista chmury
inżynier przetwarzania w chmurze
inżynier infrastruktury chmury
inżynier rozwiązań w chmurze
inżynier oprogramowania w chmurze
inżynier sieci w chmurze
inżynier natywny dla chmury
inżynier chmury hybrydowej
inżynier chmury devops",,released,2024-02-13T10:43:31.922Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inżynierowie ds. chmury odpowiadają za projektowanie, planowanie i utrzymanie systemów wykorzystujących chmurę oraz zarządzanie tymi systemami. Opracowują i wdrażają aplikacje oparte na chmurze, przeprowadzają procesy związane z migracją istniejących wewnętrznych aplikacji do chmury oraz debugują rozwiązania w zakresie chmury obliczeniowej.
	",2512.1,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622"
Occupation,http://data.europa.eu/esco/occupation/34b63359-faad-4d6a-9d4d-98c2c15b9fac,8160,operator prasy do kakao,"pracownik procesu obróbki kakao
operator procesu obróbki kakao
pracownik obróbki kakao
operator obróbki kakao",,released,2024-01-16T09:39:02.414Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorzy pras do kakao obsługują co najmniej jedną lub więcej pras hydraulicznych do usuwania określonych ilości masła kakaowego (naturalny olej z ziaren kakaowca) z ługu czekoladowego.,8160.21,http://data.europa.eu/ux2/nace2.1/1082
Occupation,http://data.europa.eu/esco/occupation/34c191ec-e3e3-4746-ae10-7ff4306a2794,8131,operator urządzeń do produkcji płatków mydlanych,,,released,2024-01-16T11:19:15.686Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorzy urządzeń do produkcji płatków mydlanych kontrolują i konserwują maszynę na lepkie mydło w celu wyprodukowania płatków mydlanych. Przeprowadzają badania próbek i koordynują wyładunek suchych płatków do zasobników.,8131.19.2,http://data.europa.eu/ux2/nace2.1/2041
Occupation,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5,2163,projektant biżuterii/ projektantka biżuterii,"jubiler
projektant biżuterii
projektantka biżuterii",,released,2022-06-10T12:29:13.844Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Projektanci biżuterii wykorzystują różne materiały, w tym złoto, srebro i kamienie szlachetne, do projektowania i planowania fragmentów biżuterii, które mogą być przeznaczone do noszenia na ciele lub do celów dekoracyjnych. Są oni zaangażowani w różne etapy procesu produkcyjnego i mogą projektować dla klientów indywidualnych lub dla klientów produkcji seryjnej.",2163.1.5,"http://data.europa.eu/ux2/nace2.1/3212,
http://data.europa.eu/ux2/nace2.1/7411,
http://data.europa.eu/ux2/nace2.1/9012"
Occupation,http://data.europa.eu/esco/occupation/34e1c889-0fd1-4d1f-aba9-3b6263ae667a,3432,budowniczy dekoracji,główny stolarz,,released,2024-01-26T14:36:33.533Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Budowniczowie dekoracji konstruują, budują, przygotowują, dostosowują i konserwują elementy scenografii wykorzystywane na scenie i do celów nagrywania filmów lub programów telewizyjnych. Korzystają z wielu różnych materiałów, takich jak drewno, stal, aluminium i tworzywa sztuczne. Ich praca opiera się na wizji artystycznej, modelach w skali, szkicach i planach. Pracują oni w ścisłej współpracy z projektantami i mogą budować stoiska wystawiennicze na targach, festynach i innych wydarzeniach.",3432.4,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/34ec79d0-85fb-445a-a5f2-df51b70c6375,7511,ubojowy,"pracownik uboju zwierząt
pracownik do uboju zwierząt
ubojnik
pracownik ubojni zwierząt",,released,2024-01-25T14:31:08.77Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Ubojowi dokonują uboju zwierząt i przygotowują tusze do dalszego przetwarzania i dystrybucji.,7511.6,http://data.europa.eu/ux2/nace2.1/101
Occupation,http://data.europa.eu/esco/occupation/351a0eb0-a1d0-49bd-a2f8-6dc447ddf316,2133,menedżer projektów ochrony środowiska związanych z budową rurociągu,,,released,2024-01-23T10:57:21.456Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Menedżerowie projektów ochrony środowiska związanych z budową rurociągu zapewniają ochronę środowiska w ramach projektów w dziedzinie transportu rurociągowego. Wspólnie z grupą kierowników i specjalistów analizują miejsca i trasy rurociągów w celu zasięgnięcia opinii i rozpatrzenia kwestii środowiskowych.,2133.10,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/8412,
http://data.europa.eu/ux2/nace2.1/390"
Occupation,http://data.europa.eu/esco/occupation/35291723-dc32-4a7f-a9f0-39c0e5fd96dd,8151,operator przędzarki do włókien sztucznych,operator maszyn do formowania włókien sztucznych,,released,2024-01-26T11:22:31.824Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorzy przędzarek do włókien sztucznych wykonują operacje przetwarzania włókien lub nitek.,8151.2.1,http://data.europa.eu/ux2/nace2.1/206
Occupation,http://data.europa.eu/esco/occupation/3530b443-d2bf-4741-b771-12c77e7c6232,1324,dystrybutor filmowy,,,released,2023-12-19T10:16:48.069Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Dystrybutorzy filmowi są odpowiedzialni za koordynację dystrybucji filmów i seriali. Nadzorują oni również sprzedaż tych filmów na płytach DVD, Blu ray i na innych nośnikach.",1324.5,http://data.europa.eu/ux2/nace2.1/5913
Occupation,http://data.europa.eu/esco/occupation/353a22a7-1c55-410c-a7a7-c531692b5e50,7115,monter okien,,,released,2024-01-23T11:38:24.685Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Monterzy okien montują okna i wykonują ich serwisowanie. Zdejmują stare okna, jeśli są, przygotowują ościeżnicę, montują okno, upewniając się, że jest wypionowane, wypoziomowane, wyregulowane pod kątem 90 stopni i wodoszczelne.",7115.6,http://data.europa.eu/ux2/nace2.1/4332
Occupation,http://data.europa.eu/esco/occupation/353c19d6-62d6-4dfc-85e9-f59d219d457c,2612,sędzia Sądu Najwyższego,,,released,2024-01-26T15:18:21.437Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Sędziowie Sądu Najwyższego orzekają w sądach wyższej instancji i zajmują się skomplikowanymi sprawami karnymi i cywilnymi. Rozpatrują sprawę w trakcie rozpraw, żeby sformułować orzeczenie lub pomóc ławie przysięgłych dokonać podsumowania, oraz podejmują decyzje w sprawie nałożenia kar w przypadku stwierdzenia winy sprawcy. Prowadzą postępowanie i zapewniają sprawiedliwy i zgodny z prawem proces.",2612.1.1,http://data.europa.eu/ux2/nace2.1/8423
Occupation,http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8,2511,inżynier sztucznej inteligencji,"projektant systemów informatycznych
projektant systemów
projektant systemu inteligentnego
projektanci systemów inteligentnych
projektantka systemów inteligentnych",,released,2025-01-28T16:48:31.951Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inżynierowie sztucznej inteligencji stosują metody sztucznej inteligencji w inżynierii, robotyce i informatyce do projektowania programów, które symulują inteligencję, w tym modele myślenia, systemy poznawcze i systemy oparte na wiedzy, rozwiązywanie problemów i podejmowanie decyzji. Włączają również ustrukturyzowaną wiedzę (ontologie, bazy wiedzy itp.) do systemów komputerowych , aby rozwiązywać złożone problemy, które zwykle wymagają wysokiego poziomu wiedzy specjalistycznej człowieka lub metod sztucznej inteligencji.",2511.11,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622,
http://data.europa.eu/ux2/nace2.1/7499"
